Label,asds,Site,X(East),Y(North),Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value,Calculated prod. without new WTGs,Actual wind corrected energy,Goodness Factor,A (Sum),k (Sum),A (0),k (0),f (0),A (1),k (1),f (1),A (2),k (2),f (2),A (3),k (3),f (3),A (4),k (4),f (4),A (5),k (5),f (5),A (6),k (6),f (6),A (7),k (7),f (7),A (8),k (8),f (8),A (9),k (9),f (9),A (10),k (10),f (10),A (11),k (11),f (11),Air density,Displacement height,Decrease due to obstacles,Increase due to hills,Sensitivity
7,New,D,"558,272","5,801,156",151.2,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K7,USER,Power Mode = 3600,K7,"12,623.82",98.4697,1,1.9,7.4,94,0,0,,8.34,2.498,6.82,2.424,5.6,6.55,2.447,5.2,6.8,2.393,5.3,7.5,2.447,5.8,8.57,2.686,9.3,8.85,2.713,9.1,9.08,2.725,7.7,8.7,2.771,8.1,8.84,2.732,10.7,9.17,2.619,14.8,8.53,2.436,10.5,7.62,2.416,7.9,1.225,,0,-0.96,1.91
8,New,D,"560,188","5,801,869",160,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K8,USER,Power Mode = 3600,K8,"12,998.97",98.1955,1,1.7,7.53,94.3,0,0,,8.48,2.49,6.85,2.424,5.6,6.65,2.447,5.2,6.96,2.393,5.4,7.68,2.443,5.9,8.65,2.693,9.3,8.94,2.713,9,9.05,2.725,7.6,8.85,2.771,8.1,9.13,2.732,10.9,9.53,2.619,15,8.62,2.432,10.3,7.66,2.416,7.8,1.225,,0,1.33,1.85
9,New,D,"560,948","5,800,882",154.6,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K9,USER,Power Mode = 3600,K9,"12,869.33",97.977,1,1.8,7.49,94.2,0,0,,8.45,2.49,6.86,2.424,5.6,6.66,2.447,5.3,6.96,2.393,5.5,7.57,2.451,5.9,8.61,2.693,9.2,8.89,2.713,8.9,9,2.725,7.6,8.86,2.771,8.2,9.13,2.732,10.9,9.45,2.615,15,8.56,2.432,10.2,7.64,2.412,7.7,1.225,,0,0.92,1.86
10,New,D,"560,459","5,798,293",144.6,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K10,USER,Power Mode = 3600,K10,"12,626.85",98.8481,1,1.9,7.38,94,0,0,,8.32,2.486,6.74,2.428,5.6,6.52,2.455,5.3,6.7,2.396,5.5,7.51,2.451,5.8,8.6,2.693,9.2,8.8,2.713,9,8.94,2.725,7.7,8.81,2.771,8.2,9.08,2.729,10.9,9.26,2.615,14.9,8.3,2.428,10.2,7.47,2.42,7.7,1.225,,0,-0.73,1.91
11,New,D,"562,301","5,799,680",140,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K11,USER,Power Mode = 3600,K11,"12,652.27",97.9504,1,1.9,7.43,94.1,0,0,,8.37,2.49,6.78,2.428,5.6,6.63,2.447,5.3,6.75,2.393,5.4,7.5,2.451,5.8,8.61,2.693,9.2,8.83,2.713,9,9.03,2.721,7.7,8.68,2.775,8.2,8.98,2.732,10.9,9.36,2.615,15,8.52,2.432,10.3,7.62,2.416,7.8,1.225,,0,-0.3,1.89
12,New,D,"561,817","5,796,434",150,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K12,USER,Power Mode = 3600,K12,"12,778.23",99.008,1,1.9,7.42,94.1,0,0,,8.37,2.49,6.8,2.428,5.6,6.45,2.455,5.2,6.82,2.393,5.4,7.65,2.439,5.8,8.68,2.689,9.3,8.86,2.713,9,9.07,2.725,7.7,8.61,2.775,8.1,8.88,2.732,10.8,9.34,2.619,14.9,8.52,2.432,10.4,7.57,2.42,7.8,1.225,,0,-0.01,1.89
13,New,D,"563,090","5,796,768",141,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K13,USER,Power Mode = 3600,K13,"12,590.76",97.7648,1,1.9,7.42,94.1,0,0,,8.36,2.486,6.82,2.424,5.6,6.33,2.455,5.2,6.87,2.393,5.4,7.62,2.439,5.8,8.61,2.689,9.2,8.83,2.713,9,9.12,2.721,7.7,8.71,2.775,8.2,8.82,2.732,10.8,9.42,2.615,14.9,8.41,2.432,10.3,7.6,2.416,7.8,1.225,,0,-0.54,1.89
14,New,D,"564,071","5,797,921",131,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K14,USER,Power Mode = 3600,K14,"12,315.78",95.7314,1,1.9,7.41,94.1,0,0,,8.35,2.482,6.69,2.428,5.5,6.22,2.451,5.2,6.82,2.393,5.4,7.7,2.436,5.8,8.6,2.693,9.3,8.81,2.713,9,9.14,2.717,7.6,8.72,2.771,8.1,8.97,2.732,10.8,9.36,2.619,15,8.39,2.428,10.3,7.59,2.416,7.8,1.225,,0,-1.12,1.89
15,New,D,"564,337","5,797,505",136.1,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K15,USER,Power Mode = 3600,K15,"12,448.54",96.2544,1,1.9,7.43,94.1,0,0,,8.38,2.482,6.7,2.432,5.6,6.3,2.455,5.2,6.88,2.393,5.4,7.69,2.439,5.8,8.57,2.689,9.2,8.86,2.713,9,9.16,2.717,7.7,8.82,2.771,8.1,8.89,2.732,10.8,9.44,2.615,14.9,8.36,2.432,10.3,7.66,2.412,7.8,1.225,,0,-0.46,1.88
16,New,D,"564,139","5,796,592",140,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K16,USER,Power Mode = 3600,K16,"12,576.87",97.3767,1,1.9,7.43,94.1,0,0,,8.37,2.486,6.76,2.428,5.6,6.38,2.455,5.2,6.88,2.393,5.4,7.58,2.443,5.8,8.6,2.689,9.2,8.9,2.713,9.1,9.22,2.717,7.8,8.87,2.771,8.1,8.69,2.736,10.8,9.4,2.615,14.8,8.4,2.432,10.4,7.7,2.412,7.9,1.225,,0,-0.3,1.89
17,New,D,"563,379","5,799,752",138.4,Yes,Envision,"V117-3.6MW-3,600","3,600",117,140,K17,USER,Power Mode = 3600,K17,"12,654.95",97.4527,1,1.8,7.45,94.1,0,0,,8.4,2.49,6.85,2.424,5.6,6.6,2.451,5.3,6.7,2.396,5.5,7.54,2.455,5.8,8.56,2.693,9.2,8.8,2.713,8.9,9.16,2.717,7.7,8.73,2.775,8.2,9.13,2.732,10.9,9.35,2.615,14.9,8.5,2.432,10.2,7.65,2.412,7.8,1.225,,0,0.02,1.88
1,New,D,"556,167","5,800,259",170,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K1,USER,Power Mode = 3600,K1,"11,143.40",99.294,1,1.8,7.45,94.5,0,0,,8.4,2.502,6.88,2.424,5.6,6.6,2.447,5.2,6.87,2.393,5.3,7.6,2.443,5.8,8.71,2.689,9.3,8.94,2.713,9.1,9.09,2.725,7.7,8.83,2.771,8.1,8.88,2.732,10.7,9.25,2.619,14.8,8.51,2.432,10.4,7.67,2.42,7.9,1.225,,0,1.06,2.12
2,New,D,"553,233","5,803,904",163.5,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K2,USER,Power Mode = 3600,K2,"11,170.41",99.4756,1,1.8,7.45,94.5,0,0,,8.4,2.486,6.7,2.498,5.3,6.61,2.4,5.5,7.06,2.377,5.6,7.92,2.502,6.3,8.96,2.631,9.5,9.23,2.643,8.4,9.17,2.713,7.6,9,2.713,8.9,8.99,2.764,11.9,9.09,2.654,14.1,8.18,2.443,9.6,7.07,2.424,7.3,1.225,,0,2.35,2.11
3,New,D,"555,622","5,803,457",170,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K3,USER,Power Mode = 3600,K3,"11,100.98",98.5552,1,1.7,7.46,94.6,0,0,,8.41,2.486,6.76,2.494,5.3,6.57,2.4,5.5,7.02,2.377,5.5,7.87,2.502,6.3,8.93,2.627,9.5,9.33,2.639,8.5,9.21,2.713,7.6,8.97,2.713,8.9,9,2.764,11.8,9.11,2.654,14.1,8.18,2.443,9.6,7.19,2.42,7.4,1.225,,0,1.52,2.11
4,New,D,"556,946","5,802,604",162,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K4,USER,Power Mode = 3600,K4,"11,083.72",98.0504,1,1.8,7.48,94.6,0,0,,8.43,2.494,6.91,2.424,5.6,6.61,2.451,5.3,6.91,2.393,5.4,7.65,2.443,5.8,8.68,2.689,9.2,8.89,2.713,9,9.07,2.725,7.7,8.82,2.771,8.1,9.1,2.732,10.8,9.36,2.619,14.9,8.51,2.432,10.3,7.57,2.42,7.8,1.225,,0,0.62,2.11
5,New,D,"559,494","5,805,407",151.8,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K5,USER,Power Mode = 3600,K5,"11,312.55",99.2947,1,1.7,7.51,94.6,0,0,,8.46,2.486,6.77,2.428,5.5,6.54,2.455,5.2,6.96,2.393,5.4,7.7,2.443,5.9,8.73,2.693,9.3,8.94,2.713,9,9.08,2.721,7.6,8.84,2.771,8.1,9.17,2.732,10.9,9.52,2.619,15,8.4,2.428,10.3,7.61,2.416,7.8,1.225,,0,0.38,2.09
6,New,D,"555,717","5,802,031",163.4,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K6,USER,Power Mode = 3600,K6,"11,005.16",98.7469,1,1.8,7.43,94.5,0,0,,8.37,2.486,6.68,2.494,5.2,6.51,2.4,5.5,7.02,2.377,5.6,7.92,2.502,6.4,8.89,2.635,9.6,9.21,2.639,8.4,9.05,2.713,7.5,8.79,2.713,8.8,9.01,2.764,11.9,9.18,2.654,14.3,8.1,2.443,9.6,7.13,2.42,7.3,1.225,,0,0.85,2.12
7,New,D,"558,272","5,801,156",151.2,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K7,USER,Power Mode = 3600,K7,"10,882.48",98.5645,1,1.9,7.4,94.4,0,0,,8.34,2.498,6.82,2.424,5.6,6.55,2.447,5.2,6.8,2.393,5.3,7.5,2.447,5.8,8.57,2.686,9.3,8.85,2.713,9.1,9.08,2.725,7.7,8.7,2.771,8.1,8.84,2.732,10.7,9.17,2.619,14.8,8.53,2.436,10.5,7.62,2.416,7.9,1.225,,0,-1.08,2.14
8,New,D,"560,188","5,801,869",160,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K8,USER,Power Mode = 3600,K8,"11,251.98",98.2618,1,1.7,7.53,94.7,0,0,,8.48,2.49,6.85,2.424,5.6,6.65,2.447,5.2,6.96,2.393,5.4,7.68,2.443,5.9,8.65,2.693,9.3,8.94,2.713,9,9.05,2.725,7.6,8.85,2.771,8.1,9.13,2.732,10.9,9.53,2.619,15,8.62,2.432,10.3,7.66,2.416,7.8,1.225,,0,1.51,2.08
9,New,D,"560,948","5,800,882",154.6,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K9,USER,Power Mode = 3600,K9,"11,131.58",98.0759,1,1.8,7.49,94.6,0,0,,8.45,2.49,6.86,2.424,5.6,6.66,2.447,5.3,6.96,2.393,5.5,7.57,2.451,5.9,8.61,2.693,9.2,8.89,2.713,8.9,9,2.725,7.6,8.86,2.771,8.2,9.13,2.732,10.9,9.45,2.615,15,8.56,2.432,10.2,7.64,2.412,7.7,1.225,,0,1.04,2.1
10,New,D,"560,459","5,798,293",144.6,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K10,USER,Power Mode = 3600,K10,"10,885.98",98.944,1,1.9,7.38,94.4,0,0,,8.32,2.486,6.74,2.428,5.6,6.52,2.455,5.3,6.7,2.396,5.5,7.51,2.451,5.8,8.6,2.693,9.2,8.8,2.713,9,8.94,2.725,7.7,8.81,2.771,8.2,9.08,2.729,10.9,9.26,2.615,14.9,8.3,2.428,10.2,7.47,2.42,7.7,1.225,,0,-0.83,2.14
11,New,D,"562,301","5,799,680",140,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K11,USER,Power Mode = 3600,K11,"10,922.68",98.062,1,1.9,7.43,94.5,0,0,,8.37,2.49,6.78,2.428,5.6,6.63,2.447,5.3,6.75,2.393,5.4,7.5,2.451,5.8,8.61,2.693,9.2,8.83,2.713,9,9.03,2.721,7.7,8.68,2.775,8.2,8.98,2.732,10.9,9.36,2.615,15,8.52,2.432,10.3,7.62,2.416,7.8,1.225,,0,-0.34,2.13
12,New,D,"561,817","5,796,434",150,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K12,USER,Power Mode = 3600,K12,"11,028.02",99.1008,1,1.9,7.42,94.5,0,0,,8.37,2.49,6.8,2.428,5.6,6.45,2.455,5.2,6.82,2.393,5.4,7.65,2.439,5.8,8.68,2.689,9.3,8.86,2.713,9,9.07,2.725,7.7,8.61,2.775,8.1,8.88,2.732,10.8,9.34,2.619,14.9,8.52,2.432,10.4,7.57,2.42,7.8,1.225,,0,0,2.13
13,New,D,"563,090","5,796,768",141,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K13,USER,Power Mode = 3600,K13,"10,870.82",97.9012,1,1.9,7.42,94.5,0,0,,8.36,2.486,6.82,2.424,5.6,6.33,2.455,5.2,6.87,2.393,5.4,7.62,2.439,5.8,8.61,2.689,9.2,8.83,2.713,9,9.12,2.721,7.7,8.71,2.775,8.2,8.82,2.732,10.8,9.42,2.615,14.9,8.41,2.432,10.3,7.6,2.416,7.8,1.225,,0,-0.6,2.13
14,New,D,"564,071","5,797,921",131,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K14,USER,Power Mode = 3600,K14,"10,629.26",95.8103,1,1.9,7.41,94.5,0,0,,8.35,2.482,6.69,2.428,5.5,6.22,2.451,5.2,6.82,2.393,5.4,7.7,2.436,5.8,8.6,2.693,9.3,8.81,2.713,9,9.14,2.717,7.6,8.72,2.771,8.1,8.97,2.732,10.8,9.36,2.619,15,8.39,2.428,10.3,7.59,2.416,7.8,1.225,,0,-1.26,2.13
15,New,D,"564,337","5,797,505",136.1,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K15,USER,Power Mode = 3600,K15,"10,755.32",96.3805,1,1.9,7.43,94.5,0,0,,8.38,2.482,6.7,2.432,5.6,6.3,2.455,5.2,6.88,2.393,5.4,7.69,2.439,5.8,8.57,2.689,9.2,8.86,2.713,9,9.16,2.717,7.7,8.82,2.771,8.1,8.89,2.732,10.8,9.44,2.615,14.9,8.36,2.432,10.3,7.66,2.412,7.8,1.225,,0,-0.51,2.12
16,New,D,"564,139","5,796,592",140,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K16,USER,Power Mode = 3600,K16,"10,857.30",97.4618,1,1.9,7.43,94.5,0,0,,8.37,2.486,6.76,2.428,5.6,6.38,2.455,5.2,6.88,2.393,5.4,7.58,2.443,5.8,8.6,2.689,9.2,8.9,2.713,9.1,9.22,2.717,7.8,8.87,2.771,8.1,8.69,2.736,10.8,9.4,2.615,14.8,8.4,2.432,10.4,7.7,2.412,7.9,1.225,,0,-0.34,2.12
17,New,D,"563,379","5,799,752",138.4,Yes,Envision,"V105-3.6MW-3,600","3,600",105,140,K17,USER,Power Mode = 3600,K17,"10,927.68",97.5088,1,1.8,7.45,94.5,0,0,,8.4,2.49,6.85,2.424,5.6,6.6,2.451,5.3,6.7,2.396,5.5,7.54,2.455,5.8,8.56,2.693,9.2,8.8,2.713,8.9,9.16,2.717,7.7,8.73,2.775,8.2,9.13,2.732,10.9,9.35,2.615,14.9,8.5,2.432,10.2,7.65,2.412,7.8,1.225,,0,0.02,2.12
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka1,USER,Power Mode = 3300; Serrations = True,Ka1,"8,705.53",80.12,1,1.4,6.59,94.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka2,USER,Power Mode = 3300; Serrations = True,Ka2,"8,080.25",74.6202,1,1.4,6.58,94.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka3,USER,Power Mode = 3300; Serrations = True,Ka3,"8,208.17",76.1399,1,1.5,6.57,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka4,USER,Power Mode = 3300; Serrations = True,Ka4,"9,090.20",83.9814,1,1.5,6.58,94.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka5,USER,Power Mode = 3300; Serrations = True,Ka5,"8,882.58",82.4738,1,1.5,6.56,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka6,USER,Power Mode = 3300; Serrations = True,Ka6,"8,802.57",81.801,1,1.5,6.56,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka7,USER,Power Mode = 3300; Serrations = True,Ka7,"9,017.79",84.2785,1,1.5,6.54,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka8,USER,Power Mode = 3300; Serrations = True,Ka8,"10,420.40",95.1218,1,1.4,6.62,94.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka9,USER,Power Mode = 3300; Serrations = True,Ka9,"9,760.67",89.9366,1,1.4,6.59,94.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,New,E,"504,865","5,988,308",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka10,USER,Power Mode = 3300; Serrations = True,Ka10,"9,557.68",88.5195,1,1.5,6.57,94.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,New,E,"506,788","5,987,740",14.4,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka11,USER,Power Mode = 3300; Serrations = True,Ka11,"8,938.74",83.6901,1,1.5,6.53,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,New,E,"506,568","5,987,466",12.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka12,USER,Power Mode = 3300; Serrations = True,Ka12,"9,746.63",92.1091,1,1.6,6.5,94.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,New,E,"506,994","5,987,449",18.2,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka13,USER,Power Mode = 3300; Serrations = True,Ka13,"9,599.66",89.8233,1,1.5,6.54,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,New,E,"507,209","5,988,386",15.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka14,USER,Power Mode = 3300; Serrations = True,Ka14,"9,281.10",86.1306,1,1.5,6.56,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,New,E,"507,448","5,988,103",17.7,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka15,USER,Power Mode = 3300; Serrations = True,Ka15,"9,103.73",84.7857,1,1.5,6.55,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,New,E,"507,787","5,987,958",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka16,USER,Power Mode = 3300; Serrations = True,Ka16,"9,315.14",86.887,1,1.5,6.55,94.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,New,E,"508,129","5,987,711",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,80,Ka17,USER,Power Mode = 3300; Serrations = True,Ka17,"9,843.17",92.534,1,1.6,6.52,94.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka1,USER,Power Mode = 3300; Serrations = True,Ka1,"9,812.73",81.2705,1,1.4,6.96,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka2,USER,Power Mode = 3300; Serrations = True,Ka2,"9,212.23",76.4165,1,1.4,6.96,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka3,USER,Power Mode = 3300; Serrations = True,Ka3,"9,373.42",77.9994,1,1.4,6.94,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka4,USER,Power Mode = 3300; Serrations = True,Ka4,"10,236.97",84.9687,1,1.4,6.95,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka5,USER,Power Mode = 3300; Serrations = True,Ka5,"10,050.96",83.6612,1,1.4,6.94,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka6,USER,Power Mode = 3300; Serrations = True,Ka6,"9,969.46",83.0497,1,1.4,6.94,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,New,E,"506,258","5,988,339",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka7,USER,Power Mode = 3300; Serrations = True,Ka7,"10,216.25",85.4611,1,1.5,6.92,95.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,New,E,"504,169","5,988,444",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka8,USER,Power Mode = 3300; Serrations = True,Ka8,"11,597.65",95.3155,1,1.4,6.99,96.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,New,E,"504,517","5,988,376",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka9,USER,Power Mode = 3300; Serrations = True,Ka9,"10,934.79",90.6476,1,1.4,6.96,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,New,E,"504,865","5,988,308",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka10,USER,Power Mode = 3300; Serrations = True,Ka10,"10,734.53",89.3954,1,1.4,6.94,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,New,E,"506,788","5,987,740",14.4,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka11,USER,Power Mode = 3300; Serrations = True,Ka11,"10,136.06",84.9358,1,1.5,6.91,95.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,New,E,"506,568","5,987,466",12.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka12,USER,Power Mode = 3300; Serrations = True,Ka12,"10,959.50",92.6219,1,1.5,6.88,95.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,New,E,"506,994","5,987,449",18.2,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka13,USER,Power Mode = 3300; Serrations = True,Ka13,"10,776.53",90.6598,1,1.5,6.9,95.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,New,E,"507,209","5,988,386",15.6,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka14,USER,Power Mode = 3300; Serrations = True,Ka14,"10,499.01",87.2319,1,1.4,6.95,95.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,New,E,"507,448","5,988,103",17.7,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka15,USER,Power Mode = 3300; Serrations = True,Ka15,"10,311.28",86.0544,1,1.5,6.93,95.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,New,E,"507,787","5,987,958",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka16,USER,Power Mode = 3300; Serrations = True,Ka16,"10,517.41",88.0358,1,1.5,6.92,95.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,New,E,"508,129","5,987,711",20,Yes,Envision,"V126-3.3MW-3,300","3,300",126,100,Ka17,USER,Power Mode = 3300; Serrations = True,Ka17,"11,041.71",93.273,1,1.5,6.88,95.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New,E,"505,458","5,988,805",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka1,USER,Power Mode = 3300; Serrations = True,Ka1,"11,195.91",82.9861,1,1.4,7.42,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,New,E,"505,801","5,988,738",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka2,USER,Power Mode = 3300; Serrations = True,Ka2,"10,641.15",78.9281,1,1.4,7.41,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,New,E,"506,144","5,988,670",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka3,USER,Power Mode = 3300; Serrations = True,Ka3,"10,826.30",80.4973,1,1.4,7.4,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,New,E,"505,227","5,988,541",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka4,USER,Power Mode = 3300; Serrations = True,Ka4,"11,616.92",86.2958,1,1.4,7.4,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,New,E,"505,571","5,988,474",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka5,USER,Power Mode = 3300; Serrations = True,Ka5,"11,442.90",85.1487,1,1.4,7.4,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,New,E,"505,914","5,988,407",10,Yes,Envision,"V126-3.3MW-3,300","3,300",126,120,Ka6,USER,Power Mode = 3300; Serrations = True,Ka6,"11,376.06",84.6424,1,1.4,7.4,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
